incident_id,district,police_division,crime_type,date,day_of_week,is_holiday,time_bracket,location_type,lighting_level,victim_gender,victim_age_bracket,prior_offenses,offender_drug_history,reported_2015_total,solved_2015_total,cleared_rate_pct,reported_status,referral_source
2021-KAL-5612,Kalutara,Matugama,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-GAL-5613,Galle,Karapitiya,House Breaking,1/25/2021,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-JAF-5614,Jaffna,Kayts,Property Theft,2/28/2021,Sunday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KUR-5615,Kurunegala,Wariyapola,Robbery,3/25/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-RAT-5616,Ratnapura,Pelmadulla,Drug Offences (Heroin),4/14/2021,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-ANU-5617,Anuradhapura,Tambuttegama,Statutory Rape,5/30/2021,Sunday,Yes,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-BAT-5618,Batticaloa,Kattankudy,House Breaking,6/15/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-MAT-5619,Matara,Akuressa,Drug Offences (Cannabis),7/20/2021,Tuesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-BAD-5620,Badulla,Bandarawela,Robbery,8/28/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-PUT-5621,Puttalam,Kalpitiya,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-TRI-5622,Trincomalee,Mutur,Cheating/BCT,10/15/2021,Friday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-COL-5623,Colombo,Grandpass,House Breaking,11/12/2021,Friday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-GAM-5624,Gampaha,Minuwangoda,Property Theft,12/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KAN-5625,Kandy,Digana,Drug Offences (Heroin),1/20/2021,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-KAL-5626,Kalutara,Matugama,Grievous Hurt,2/14/2021,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-GAL-5627,Galle,Karapitiya,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-JAF-5628,Jaffna,Kayts,House Breaking,4/18/2021,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-KUR-5629,Kurunegala,Wariyapola,Property Theft,5/30/2021,Sunday,Yes,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-RAT-5630,Ratnapura,Pelmadulla,Robbery,6/25/2021,Friday,Yes,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-ANU-5631,Anuradhapura,Tambuttegama,Drug Offences (Heroin),7/20/2021,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-BAT-5632,Batticaloa,Kattankudy,Statutory Rape,8/15/2021,Sunday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-MAT-5633,Matara,Akuressa,House Breaking,9/30/2021,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-BAD-5634,Badulla,Bandarawela,Drug Offences (Cannabis),10/14/2021,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-PUT-5635,Puttalam,Kalpitiya,Robbery,11/20/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-TRI-5636,Trincomalee,Mutur,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-COL-5637,Colombo,Grandpass,Cheating/BCT,1/30/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-GAM-5638,Gampaha,Minuwangoda,House Breaking,2/18/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-KAN-5639,Kandy,Digana,Property Theft,3/25/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KAL-5640,Kalutara,Matugama,Drug Offences (Heroin),4/30/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-GAL-5641,Galle,Karapitiya,Grievous Hurt,5/15/2021,Saturday,Yes,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-JAF-5642,Jaffna,Kayts,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KUR-5643,Kurunegala,Wariyapola,House Breaking,7/22/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-RAT-5644,Ratnapura,Pelmadulla,Property Theft,8/25/2021,Wednesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-ANU-5645,Anuradhapura,Tambuttegama,Robbery,9/9/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-BAT-5646,Batticaloa,Kattankudy,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-MAT-5647,Matara,Akuressa,Statutory Rape,11/20/2021,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-BAD-5648,Badulla,Bandarawela,House Breaking,12/15/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-PUT-5649,Puttalam,Kalpitiya,Drug Offences (Cannabis),1/22/2021,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-TRI-5650,Trincomalee,Mutur,Robbery,2/12/2021,Friday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-COL-5651,Colombo,Grandpass,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-GAM-5652,Gampaha,Minuwangoda,Cheating/BCT,4/10/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-KAN-5653,Kandy,Digana,House Breaking,5/18/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-KAL-5654,Kalutara,Matugama,Property Theft,6/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-GAL-5655,Galle,Karapitiya,Drug Offences (Heroin),7/9/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-JAF-5656,Jaffna,Kayts,Grievous Hurt,8/20/2021,Friday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-KUR-5657,Kurunegala,Wariyapola,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-RAT-5658,Ratnapura,Pelmadulla,House Breaking,10/14/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-ANU-5659,Anuradhapura,Tambuttegama,Property Theft,11/25/2021,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-BAT-5660,Batticaloa,Kattankudy,Robbery,12/20/2021,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-MAT-5661,Matara,Akuressa,Drug Offences (Heroin),1/30/2021,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-BAD-5662,Badulla,Bandarawela,Statutory Rape,2/15/2021,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-PUT-5663,Puttalam,Kalpitiya,House Breaking,3/20/2021,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-TRI-5664,Trincomalee,Mutur,Drug Offences (Cannabis),4/28/2021,Wednesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-COL-5665,Colombo,Grandpass,Robbery,5/15/2021,Saturday,Yes,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-GAM-5666,Gampaha,Minuwangoda,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KAN-5667,Kandy,Digana,Cheating/BCT,7/22/2021,Thursday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-KAL-5668,Kalutara,Matugama,House Breaking,8/25/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-GAL-5669,Galle,Karapitiya,Property Theft,9/9/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-JAF-5670,Jaffna,Kayts,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-KUR-5671,Kurunegala,Wariyapola,Grievous Hurt,11/20/2021,Saturday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-RAT-5672,Ratnapura,Pelmadulla,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-ANU-5673,Anuradhapura,Tambuttegama,House Breaking,1/25/2021,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-BAT-5674,Batticaloa,Kattankudy,Property Theft,2/28/2021,Sunday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-MAT-5675,Matara,Akuressa,Robbery,3/25/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-BAD-5676,Badulla,Bandarawela,Drug Offences (Heroin),4/14/2021,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-PUT-5677,Puttalam,Kalpitiya,Statutory Rape,5/30/2021,Sunday,Yes,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-TRI-5678,Trincomalee,Mutur,House Breaking,6/15/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-COL-5679,Colombo,Grandpass,Drug Offences (Cannabis),7/20/2021,Tuesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-GAM-5680,Gampaha,Minuwangoda,Robbery,8/28/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-KAN-5681,Kandy,Digana,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KAL-5682,Kalutara,Matugama,Cheating/BCT,10/15/2021,Friday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-GAL-5683,Galle,Karapitiya,House Breaking,11/12/2021,Friday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-JAF-5684,Jaffna,Kayts,Property Theft,12/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KUR-5685,Kurunegala,Wariyapola,Drug Offences (Heroin),1/20/2021,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-RAT-5686,Ratnapura,Pelmadulla,Grievous Hurt,2/14/2021,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-ANU-5687,Anuradhapura,Tambuttegama,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-BAT-5688,Batticaloa,Kattankudy,House Breaking,4/18/2021,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-MAT-5689,Matara,Akuressa,Property Theft,5/30/2021,Sunday,Yes,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-BAD-5690,Badulla,Bandarawela,Robbery,6/25/2021,Friday,Yes,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-PUT-5691,Puttalam,Kalpitiya,Drug Offences (Heroin),7/20/2021,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-TRI-5692,Trincomalee,Mutur,Statutory Rape,8/15/2021,Sunday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-COL-5693,Colombo,Grandpass,House Breaking,9/30/2021,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-GAM-5694,Gampaha,Minuwangoda,Drug Offences (Cannabis),10/14/2021,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-KAN-5695,Kandy,Digana,Robbery,11/20/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-KAL-5696,Kalutara,Matugama,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-GAL-5697,Galle,Karapitiya,Cheating/BCT,1/30/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-JAF-5698,Jaffna,Kayts,House Breaking,2/18/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-KUR-5699,Kurunegala,Wariyapola,Property Theft,3/25/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-RAT-5700,Ratnapura,Pelmadulla,Drug Offences (Heroin),4/30/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-ANU-5701,Anuradhapura,Tambuttegama,Grievous Hurt,5/15/2021,Saturday,Yes,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-BAT-5702,Batticaloa,Kattankudy,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-MAT-5703,Matara,Akuressa,House Breaking,7/22/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-BAD-5704,Badulla,Bandarawela,Property Theft,8/25/2021,Wednesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-PUT-5705,Puttalam,Kalpitiya,Robbery,9/9/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-TRI-5706,Trincomalee,Mutur,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-COL-5707,Colombo,Grandpass,Statutory Rape,11/20/2021,Saturday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-GAM-5708,Gampaha,Minuwangoda,House Breaking,12/15/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-KAN-5709,Kandy,Digana,Drug Offences (Cannabis),1/22/2021,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-KAL-5710,Kalutara,Matugama,Robbery,2/12/2021,Friday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-GAL-5711,Galle,Karapitiya,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-JAF-5712,Jaffna,Kayts,Cheating/BCT,4/10/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-KUR-5713,Kurunegala,Wariyapola,House Breaking,5/18/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-RAT-5714,Ratnapura,Pelmadulla,Property Theft,6/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-ANU-5715,Anuradhapura,Tambuttegama,Drug Offences (Heroin),7/9/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-BAT-5716,Batticaloa,Kattankudy,Grievous Hurt,8/20/2021,Friday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-MAT-5717,Matara,Akuressa,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-BAD-5718,Badulla,Bandarawela,House Breaking,10/14/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-PUT-5719,Puttalam,Kalpitiya,Property Theft,11/25/2021,Thursday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-TRI-5720,Trincomalee,Mutur,Robbery,12/20/2021,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-COL-5721,Colombo,Grandpass,Drug Offences (Heroin),1/30/2021,Saturday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-GAM-5722,Gampaha,Minuwangoda,Statutory Rape,2/15/2021,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-KAN-5723,Kandy,Digana,House Breaking,3/20/2021,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-KAL-5724,Kalutara,Matugama,Drug Offences (Cannabis),4/28/2021,Wednesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-GAL-5725,Galle,Karapitiya,Robbery,5/15/2021,Saturday,Yes,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-JAF-5726,Jaffna,Kayts,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-KUR-5727,Kurunegala,Wariyapola,Cheating/BCT,7/22/2021,Thursday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-RAT-5728,Ratnapura,Pelmadulla,House Breaking,8/25/2021,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-ANU-5729,Anuradhapura,Tambuttegama,Property Theft,9/9/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-BAT-5730,Batticaloa,Kattankudy,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-MAT-5731,Matara,Akuressa,Grievous Hurt,11/20/2021,Saturday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-BAD-5732,Badulla,Bandarawela,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-PUT-5733,Puttalam,Kalpitiya,House Breaking,1/25/2021,Monday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-TRI-5734,Trincomalee,Mutur,Property Theft,2/28/2021,Sunday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-COL-5735,Colombo,Grandpass,Robbery,3/25/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-GAM-5736,Gampaha,Minuwangoda,Drug Offences (Heroin),4/14/2021,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-KAN-5737,Kandy,Digana,Statutory Rape,5/30/2021,Sunday,Yes,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-KAL-5738,Kalutara,Matugama,House Breaking,6/15/2021,Tuesday,Yes,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-GAL-5739,Galle,Karapitiya,Drug Offences (Cannabis),7/20/2021,Tuesday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-JAF-5740,Jaffna,Kayts,Robbery,8/28/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-KUR-5741,Kurunegala,Wariyapola,Homicide,9/30/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-RAT-5742,Ratnapura,Pelmadulla,Cheating/BCT,10/15/2021,Friday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-ANU-5743,Anuradhapura,Tambuttegama,House Breaking,11/12/2021,Friday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-BAT-5744,Batticaloa,Kattankudy,Property Theft,12/25/2021,Friday,Yes,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-MAT-5745,Matara,Akuressa,Drug Offences (Heroin),1/20/2021,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-BAD-5746,Badulla,Bandarawela,Grievous Hurt,2/14/2021,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-PUT-5747,Puttalam,Kalpitiya,Homicide,3/25/2021,Thursday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-TRI-5748,Trincomalee,Mutur,House Breaking,4/18/2021,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-COL-5749,Colombo,Grandpass,Property Theft,5/30/2021,Sunday,Yes,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-GAM-5750,Gampaha,Minuwangoda,Robbery,6/25/2021,Friday,Yes,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-KAN-5751,Kandy,Digana,Drug Offences (Heroin),7/20/2021,Tuesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2021-KAL-5752,Kalutara,Matugama,Statutory Rape,8/15/2021,Sunday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2021-GAL-5753,Galle,Karapitiya,House Breaking,9/30/2021,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2021-JAF-5754,Jaffna,Kayts,Drug Offences (Cannabis),10/14/2021,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2021-KUR-5755,Kurunegala,Wariyapola,Robbery,11/20/2021,Saturday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2021-RAT-5756,Ratnapura,Pelmadulla,Homicide,12/15/2021,Wednesday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-ANU-5757,Anuradhapura,Tambuttegama,Cheating/BCT,1/30/2021,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2021-BAT-5758,Batticaloa,Kattankudy,House Breaking,2/18/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2021-MAT-5759,Matara,Akuressa,Property Theft,3/25/2021,Thursday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-BAD-5760,Badulla,Bandarawela,Drug Offences (Heroin),4/30/2021,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2021-PUT-5761,Puttalam,Kalpitiya,Grievous Hurt,5/15/2021,Saturday,Yes,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2021-TRI-5762,Trincomalee,Mutur,Homicide,6/30/2021,Wednesday,Yes,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2021-COL-5763,Colombo,Grandpass,House Breaking,7/22/2021,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2021-GAM-5764,Gampaha,Minuwangoda,Property Theft,8/25/2021,Wednesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2021-KAN-5765,Kandy,Digana,Robbery,9/9/2021,Thursday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2021-KAL-5766,Kalutara,Matugama,Drug Offences (Heroin),10/18/2021,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
